4096,0.010000
8192,0.010000
16384,0.010000
32768,0.030000
65536,0.050000
131072,0.110000
262144,0.200000
524288,0.410000
1048576,0.830000
2097152,1.660000
4194304,3.310000
8388608,6.580000
16777216,13.170000
33554432,26.400000
67108864,52.780000
