128,2818738176,19.340000
256,2818738176,10.480000
512,2818738176,6.120000
1024,5637476352,7.870000
2048,5637476352,5.670000
4096,8456208384,6.790000
8192,8456208384,6.090000
16384,8456208384,5.740000
32768,8456208384,5.520000
65536,8456110080,5.410000
131072,8456110080,5.360000
262144,8455716864,5.380000
524288,8455716864,5.370000
1048576,8455716864,5.380000
2097152,8455716864,5.400000
